season,team,elo_end,off_srs,def_srs,pf_pg
2002,NYG,1584.606881149663,-1.9796965712019903,2.95749757996275,20.0
2002,SF,1521.1125403789974,0.7198667710858103,-0.08957893027165507,22.9375
2002,BUF,1510.319145349692,1.8588008790601678,-2.2806263875729798,23.6875
2002,NYJ,1595.6936824297734,0.7776840598628527,2.000549402581135,22.4375
2002,CAR,1489.4556771766768,-5.625240340584768,2.602719689581145,16.125
2002,BAL,1465.7841681444356,-1.4316213005260994,-0.5498653930348982,19.75
2002,CHI,1378.0404138382098,-4.109616897407144,-0.9178894799444335,17.5625
2002,MIN,1458.0851764733009,2.845329291594771,-5.719806036040555,24.375
2002,CIN,1328.8881847392313,-3.3640859463034385,-6.522752361587502,17.4375
2002,SD,1458.2859469935254,-0.9646272694453812,0.10727443995633142,20.8125
2002,CLE,1531.600081159548,-0.3797699526995195,1.5777023952140046,21.5
2002,KC,1521.7466916004475,7.792852402585376,-2.239619945328147,29.1875
2002,GB,1592.5181367878793,2.2851959265078454,1.0911013228544189,24.875
2002,ATL,1550.7778406374914,3.341343539931,1.4733759682869596,25.125
2002,JAX,1455.5855661645542,-1.1837403659578585,1.1183942913238576,20.5
2002,IND,1543.1168482666621,0.4345837248120525,0.7943352750047821,21.8125
2002,MIA,1535.821631797692,1.5151907224469157,4.00592936833262,23.625
2002,DET,1343.6889419845265,-2.394938799447313,-6.2641465252726825,19.125
2002,TEN,1624.0029929697644,1.5561954464237746,0.224544281684376,22.9375
2002,PHI,1648.6322563767872,4.244805861349978,3.8055294242794226,25.9375
2002,WAS,1462.1529180713048,-2.0278191400675936,-2.006763752100441,19.1875
2002,ARI,1364.7712552151474,-5.0693483481602675,-4.21544563322814,16.375
2002,DEN,1541.1335290032498,2.7829906441168046,1.6183915993707,24.5
2002,STL,1488.807085373495,-1.4952275257422318,-1.6316717188040755,19.75
2002,OAK,1645.895302631851,5.903484185662979,3.9244055029078266,28.125
2002,SEA,1508.4896848625933,0.006585831179484094,-1.1533877736470661,22.1875
2002,TB,1631.6316283043489,-0.8381640525796878,9.184064454207643,21.625
2002,NO,1519.7006609625107,5.412789122212496,-3.084137725449645,27.0
2002,HOU,1362.3645833652083,-7.817179166579321,-0.9645166058285238,13.3125
2002,DAL,1393.8380354897315,-7.638086890892616,-0.15368308663587318,13.5625
2002,NE,1527.9764812559263,1.9514737376772993,1.6277327455539514,23.8125
2002,PIT,1575.4760310457748,2.889990421085622,-0.3196563863553042,24.375
2003,NYG,1352.0431581619348,-4.543213453925748,-3.4787613377084803,15.1875
2003,SF,1503.8915417711141,2.8231265328003285,0.07086341258280497,24.0
2003,BUF,1473.1062765751044,-4.705827076972809,3.7095235524959134,15.1875
2003,NYJ,1502.4136023478886,-1.8255449236256376,1.2570756907601228,17.6875
2003,CAR,1533.38376926523,-1.3571032927179951,0.6426888457958131,20.3125
2003,BAL,1574.0785940933815,3.0582742815084485,2.8252785605583237,24.4375
2003,CHI,1440.6159193269768,-3.89879654793282,0.5415300098613283,17.6875
2003,MIN,1525.2040040970169,3.830599339976999,-1.055770934808039,26.0
2003,CIN,1439.4893323844624,0.9838166442025141,-3.287791444771745,21.625
2003,SD,1378.9286734855084,-0.6770284020779876,-5.831763253462901,19.5625
2003,CLE,1419.0368029531062,-4.985529798828141,2.142560453072412,15.875
2003,KC,1605.1390261369504,8.64500518868625,-0.8150086973894559,30.25
2003,GB,1635.662798658574,5.866771217634943,1.7927689669826383,27.625
2003,ATL,1455.700182110506,-1.8421802384760548,-5.0936701512442975,18.6875
2003,JAX,1436.318291540363,-3.141171003473013,0.8019781701625337,17.25
2003,IND,1611.9240769606718,7.606657844665431,-1.0583377780791108,27.9375
2003,MIA,1607.9203667081163,-0.6597480785718274,3.866009790715896,19.4375
2003,DET,1383.2362607838331,-4.002465221880133,-1.5401175479472182,16.875
2003,TEN,1668.07378603749,6.531628642701245,-0.435026105231835,27.1875
2003,PHI,1678.8161755532515,2.7564247819354,1.4947833838238507,23.375
2003,WAS,1403.5493392514943,-1.8218671016196413,-3.5076412297462727,17.9375
2003,ARI,1294.9327098949232,-5.9689169242586075,-5.918163453224246,14.0625
2003,DEN,1593.2416526949396,2.2370622544275296,2.843413375893295,23.8125
2003,STL,1590.9928316128608,5.709761672686244,-0.12153613833068237,27.9375
2003,OAK,1402.9424159184946,-3.966133517808491,-1.2973389574286958,16.875
2003,SEA,1532.1663581480002,3.390892100565896,0.4862911221281595,25.25
2003,TB,1535.720708032196,-2.644296388579822,4.244786850989793,18.8125
2003,NO,1527.0659828771727,0.13179769277741726,-0.2699184643347171,21.25
2003,HOU,1352.8205218637324,-4.1661973702950466,-1.5334554364785031,15.9375
2003,DAL,1519.9770282346506,-2.928311946764177,2.6540888874018025,18.0625
2003,NE,1714.9222268835936,1.898607085356092,4.616220158263725,21.75
2003,PIT,1466.685585636462,-2.3360939921167905,1.2544396986977886,18.75
2004,NYG,1406.2341134567068,-2.12219727710507,-1.4293866738596892,18.9375
2004,SF,1299.9306131210337,-4.736847544602291,-7.894132758204641,16.1875
2004,BUF,1605.0453807769084,4.180812770085888,3.21523528230891,24.6875
2004,NYJ,1557.646490664117,0.37454143564118025,5.571558216340825,20.8125
2004,CAR,1532.7853390586163,-0.6023904699917634,0.2005927493085903,22.1875
2004,BAL,1575.7145037839787,-0.6895017625519704,6.150203427588002,19.8125
2004,CHI,1368.1490302490197,-7.845350828956967,0.311525177484258,14.4375
2004,MIN,1476.6314599644968,2.8984997477109475,-4.252316553540132,25.3125
2004,CIN,1532.1817361204075,3.8225430553752,-1.5887321466416846,23.375
2004,SD,1619.2181606477689,5.737024079453747,2.7239724403663006,27.875
2004,CLE,1385.6168717352307,-1.6188091940265847,-1.9033875634642858,17.25
2004,KC,1555.206371590402,9.258697040135997,-4.486481295784031,30.1875
2004,GB,1600.3516737241641,4.163136452595332,-3.6416768320644994,26.5
2004,ATL,1517.9125835143082,-1.5716552609283814,-0.2585664609342131,21.25
2004,JAX,1481.8884914359276,-5.356929272300116,5.896866459296125,16.3125
2004,IND,1672.0044533087873,10.946866416015695,-0.31758822946196774,32.625
2004,MIA,1442.001425534875,-2.710422104430718,0.3598978436897379,17.1875
2004,DET,1400.6186528896492,-3.461613204352468,-1.1922183442159204,18.5
2004,TEN,1424.1009330680135,0.1797132389553985,-4.469055132012459,21.5
2004,PHI,1620.029449313234,1.9972892219479923,3.4158916803970003,24.125
2004,WAS,1441.0418153916496,-6.828741919253426,3.8182164969633026,15.0
2004,ARI,1388.433659830907,-4.624403538659834,0.27441984502288586,17.75
2004,DEN,1604.6664165968482,1.4880350911458726,3.891876363068985,23.8125
2004,STL,1500.9199492710663,-1.9849633091267236,-3.4629121728044843,19.9375
2004,OAK,1357.0695145655368,-0.6521161920394669,-3.6123774842189182,20.0
2004,SEA,1497.6976388500873,0.5213658622179277,-2.99489371035878,23.1875
2004,TB,1429.280347430217,-3.663046635291892,1.3939335674172102,18.8125
2004,NO,1512.2411081858902,-1.0188683161909717,-3.987529139122895,21.75
2004,HOU,1468.0668243002342,-2.3011223341402363,1.5665497172146818,19.3125
2004,DAL,1415.0388449397826,-2.7691018689013025,-4.429835760376883,18.3125
2004,NE,1758.1260385134624,5.910866410975444,5.9655000845860995,27.3125
2004,PIT,1714.1501081666738,3.078690210593563,5.164850906012569,23.25
2005,NYG,1574.0718371359292,5.361052817126989,1.521385006487313,26.375
2005,SF,1307.9479301394647,-5.3173879107685815,-5.204098514742609,14.9375
