name,pos,pred_ppg,ppg,age,cap_pct,room_share,room_rank,room_ahead,room_ahead_gap,room_behind,room_behind_gap,rook_pick,rook_name
Dawson Knox,TE,4.960537951688465,4.9375,29.796030116358658,2.8,0.5348384823787559,2,Dalton Kincaid,,,,,
Andrei Iosivas,WR,4.926592577603279,4.5,26.88021902806297,1.2,0.05928930636399211,5,Charlie Jones,,,,140,Colbie Young
Jawhar Jordan,RB,4.914942069516151,5.875,27.039014373716633,0.3,0.13072839532059652,4,Evan Hull,,,,,
Evan Engram,TE,4.903457898373248,4.4375,31.99726214921287,4.7,0.6646293683417663,7,Adam Trautman,,,,152,Justin Joly
Chig Okonkwo,TE,4.889289009011065,5.235294117647059,26.981519507186857,1.6,0.32527743066268955,1,,,,,,
Jalen Nailor,WR,4.867289888239514,4.617647058823529,27.50171115674196,2.5,0.3907695071186642,2,Tre Tucker,1,Jack Bech,96,195,Malik Benson
Justice Hill,RB,4.8525629160893,4.75,28.79671457905544,1.2,0.3335078530368614,7,Adam Randall,,,,174,Adam Randall
Mason Taylor,TE,4.8332728326775705,4.846153846153846,22.316221765913756,0.7,0.3406342061654064,2,Kenyon Sadiq,57,,,16,Kenyon Sadiq
Sean Tucker,RB,4.832838150882645,4.647058823529412,24.851471594798085,1.1,0.2753681327725002,3,Kenneth Gainwell,86,,,,
Xavier Hutchinson,WR,4.829265658430968,4.46875,26.250513347022586,1.2,0.11543855791552846,6,Justin Watson,,,,204,Lewis Bond
Isaac TeSlaa,WR,4.8007151285593705,4.571428571428571,24.528405201916495,0.5,0.03078449792544546,3,Jameson Williams,150,,,168,Kendrick Law
Isiah Pacheco,RB,4.771212047609595,5.346153846153846,27.50171115674196,0.6,0.15777762629575967,2,Jahmyr Gibbs,142,,,,
Tre Harris,WR,4.763762543164618,2.875,24.50650239561944,0.6,0.12492686663659652,3,Quentin Johnston,104,,,105,Brenen Thompson
Mike Gesicki,TE,4.7346280351815215,4.166666666666667,30.913073237508556,2.4,0.5453362908553021,7,Josh Kattus,,,,221,Jack Endries
Ty Johnson,RB,4.642486681438082,4.529411764705882,28.955509924709105,1.1,0.2647898898288099,7,Desmond Reid,,,,,
Gunnar Helm,TE,4.641183331580188,3.8125,23.98631074606434,0.4,0.1298897916969523,1,,,,,225,Jaren Kanak
Kendre Miller,RB,4.635763267075331,3.642857142857143,24.22450376454483,0.6,0.08791360488590967,3,Alvin Kamara,63,Devin Neal,37,,
Calvin Ridley,WR,4.603157335229555,5.071428571428571,31.698836413415467,4.4,0.43315095778225793,3,Wan'Dale Robinson,39,Chimere Dike,98,4,Carnell Tate
Jaylin Noel,WR,4.570110796367057,2.823529411764706,23.991786447638603,0.5,0.045671087871429115,4,Tank Dell,59,,,204,Lewis Bond
Elic Ayomanor,WR,4.551195511396603,5.46875,23.247091033538673,0.3,0.03338265934854324,5,Chimere Dike,25,,,4,Carnell Tate
David Njoku,TE,4.490978170961073,5.954545454545454,30.143737166324435,1.0,0.35195127753541533,2,Oronde Gadsden II,76,,,,
Darnell Washington,TE,4.386063720695605,4.115384615384615,25.0403832991102,1.1,0.27794683922750923,6,Riley Nowakowski,,,,169,Riley Nowakowski
Isaiah Likely,TE,4.378530454063696,3.625,26.3709787816564,2.0,0.5662566074467775,1,,,Theo Johnson,23,,
Adonai Mitchell,WR,4.328155468838593,4.15625,23.89869952087611,0.5,0.08078795556718085,3,Omar Cooper,2,,,30,Omar Cooper Jr.
Tank Bigsby,RB,4.323580179286477,3.033333333333333,24.005475701574266,0.5,0.09371165005545481,2,Saquon Barkley,135,,,,
Trey Benson,RB,4.2934133916370705,6.125,24.109514031485283,0.5,0.12680642879175485,4,Tyler Allgeier,25,,,3,Jeremiyah Love
Terrance Ferguson,TE,4.291450846095954,4.045454545454546,23.488021902806295,0.7,0.11970341872273287,1,,,Colby Parkinson,38,61,Max Klare
Jaydon Blue,RB,4.231188579998149,3.3,22.647501711156742,0.3,0.0998369586593756,2,Javonte Williams,183,,,,
Chimere Dike,WR,4.2117800116551205,5.294117647058823,24.71457905544148,0.4,0.03933232971496501,4,Calvin Ridley,98,Elic Ayomanor,25,4,Carnell Tate
Greg Dulcich,TE,4.208816738989495,5.0,26.43394934976044,0.6,0.4135915235659481,4,Will Kacmarek,,,,87,Will Kacmarek
Cole Kmet,TE,4.206212746675226,3.5625,27.479808350444902,2.5,0.4610511681998866,3,Stephen Carlson,,,,69,Sam Roush
Cedric Tillman,WR,4.159454931935407,3.7916666666666665,26.368240930869266,1.2,0.19107406626892715,6,Tylan Wallace,,,,24,KC Concepcion
Isaiah Davis,RB,4.153930482372043,3.09375,24.525667351129364,0.4,0.06691671686340712,7,Chip Trayanum,,,,,
Michael Mayer,TE,4.121915064700461,3.9615384615384617,25.155373032169745,0.9000000000000001,0.22226495703738525,4,Connor Heyward,,,,,
Jack Bech,WR,4.102003875297699,2.0714285714285716,23.704312114989733,0.5,0.0838087898941639,3,Jalen Nailor,96,,,195,Malik Benson
Tez Johnson,WR,4.029283943621431,4.666666666666667,24.290212183436,0.3,0.023367496235320046,8,Kameron Johnson,,,,84,Ted Hurst
Kyle Williams,WR,4.01473177063848,2.857142857142857,23.800136892539356,0.4,0.04810666213325214,4,Kayshon Boutte,64,,,,
Ollie Gordon II,RB,4.011233891166911,2.3823529411764706,22.628336755646817,0.3,0.14536033628442768,8,D.J. Herman,,,,,
Malik Washington,WR,3.9919975146723843,5.0,25.864476386036962,0.4,0.12801040206138523,12,Jalen Tolbert,,,,75,Caleb Douglas
Darnell Mooney,WR,3.9606668565756684,4.0,28.840520191649556,1.0,0.07500582607754057,2,Malik Nabers,173,Malachi Fields,26,74,Malachi Fields
Samaje Perine,RB,3.8669357332022534,3.966666666666667,30.9596167008898,0.6,0.22325781600497333,7,Jamal Haynes,,,,,
Marquise Brown,WR,3.842639373944505,6.71875,29.242984257357975,0.6,0.0899004669624157,3,Makai Lemon,,,,20,Makai Lemon
Brian Robinson,RB,3.8241134953736626,3.0,27.446954140999317,0.8,0.21474324009754497,2,Bijan Robinson,144,,,,
Michael Carter,RB,3.801806071019905,5.576923076923077,27.32101300479124,0.3,0.06485898931715128,4,Nicholas Singleton,,,,165,Nicholas Singleton
Keaton Mitchell,RB,3.7981483339209587,3.3461538461538463,24.621492128678987,1.0,0.21211284484797244,2,Omarion Hampton,136,Kimani Vidal,30,,
Tyrell Shavers,WR,3.795144437031506,3.1363636363636362,27.039014373716633,0.4,0.03242704478675497,8,Jalen Virgil,,,,125,Skyler Bell
Ray Davis,RB,3.778585426636672,3.1176470588235294,26.781656399726216,0.4,0.10133141207718412,2,James Cook,180,,,,
Ryan Flournoy,WR,3.774458822120264,5.933333333333334,26.847364818617386,0.3,0.018847748588215966,3,George Pickens,196,,,218,Anthony Smith
Brashard Smith,RB,3.7388010140455648,2.4411764705882355,23.392197125256672,0.3,0.1304493992854466,3,Emmett Johnson,50,,,161,Emmett Johnson
Jaylin Lane,WR,3.69442238623663,2.4,24.33675564681725,0.4,0.04484945891836323,7,Luke McCaffrey,,,,71,Antonio Williams
Tommy Tremble,TE,3.5798043033349125,2.966666666666667,26.247775496235455,2.6,0.6242050650963956,2,Feleipe Franks,,,,,
Tyler Higbee,TE,3.526856066054002,5.55,33.66461327857632,1.6,0.27437536658259004,4,Max Klare,,,,61,Max Klare
Jake Tonges,TE,3.485612135693629,7.3,27.15126625598905,0.6,0.09410353556311157,2,George Kittle,1,,,,
Isaiah Bond,WR,3.436654607426039,2.2666666666666666,22.46406570841889,0.3,0.04954381069342809,11,Luke Floriea,,,,24,KC Concepcion
Ja'Tavion Sanders,TE,3.407315652258104,2.875,23.433264887063654,0.4,0.10093075997512854,4,James Mitchell,,,,,
Braelon Allen,RB,3.397347046668627,3.0,22.614647501711158,0.4,0.0709489908060181,2,Breece Hall,138,,,,
Elijah Higgins,TE,3.376567988728073,2.235294117647059,25.845311430527037,1.1,0.23050282679657474,3,Teagan Quitoriano,,,,,
Dontayvion Wicks,WR,3.3744013145508838,4.153846153846154,25.21013004791239,0.7,0.10206347131615429,11,Darius Cooper,,,,20,Makai Lemon
Jackson Hawes,TE,3.365662135472215,2.923076923076923,25.73579739904175,0.4,0.06786411366029116,4,Shane Zylstra,,,,,
Jake Browning,QB,3.3523864465775737,9.2,30.390143737166323,0.4,0.03149187592319055,2,Baker Mayfield,,,,,
Roman Wilson,WR,3.292456791891776,3.2222222222222223,25.201916495550993,0.5,0.03328899372893099,8,Cole Burgess,,,,47,Germie Bernard
KaVontae Turpin,WR,3.258941295074258,4.0,30.080766598220396,1.4,0.08137276130387147,7,Tyler Johnson,,,,218,Anthony Smith
Mitchell Evans,TE,3.257776744821546,2.392857142857143,23.290896646132786,0.4,0.0860421427368162,5,Ja'Tavion Sanders,,,,,
Lil'Jordan Humphrey,WR,3.242024079174705,3.642857142857143,28.369609856262834,0.4,0.04062366951921746,6,Marvin Mims Jr.,,,,,
Quinn Ewers,QB,3.236266546192489,7.125,23.46611909650924,0.3,0.13665681180013836,3,Cam Miller,,,,,
Raheim Sanders,RB,3.2118728924672926,4.125,24.23271731690623,0.3,0.14662904209216443,4,Michael Burton,,,,,
Calvin Austin III,WR,3.162284545376106,4.678571428571429,27.44147843942505,0.5,0.037502913038770284,10,Isaiah Hodgins,,,,74,Malachi Fields
Luke Musgrave,TE,3.1617929817119803,2.3846153846153846,25.9958932238193,0.9000000000000001,0.2599405693593784,3,Josh Whyle,,,,,
Devaughn Vele,WR,3.130075872814584,5.611111111111111,28.720054757015742,0.3,0.060270540158036644,3,Jordyn Tyson,148,,,8,Jordyn Tyson
Daniel Bellinger,TE,3.118585637705332,3.5,25.94113620807666,1.5,0.5345185425061445,3,Kylen Granson,,,,225,Jaren Kanak
Jeremy McNichols,RB,3.0805732577426297,3.09375,30.68309377138946,0.4,0.22721722164360567,4,Kaytron Allen,,,,187,Kaytron Allen
Kendrick Bourne,WR,3.0111190402879457,4.821428571428571,31.077344284736483,1.5,0.17534870180331832,3,Michael Wilson,,,,143,Reggie Virgil
Tyler Allgeier,RB,3.005190034386734,6.176470588235294,26.379192334017795,1.3,0.33377785894164025,3,James Conner,6,Trey Benson,25,3,Jeremiyah Love
Luke McCaffrey,WR,2.9990521367622387,4.833333333333333,25.415468856947296,0.5,0.05549612400479423,6,Treylon Burks,,,,71,Antonio Williams
Noah Fant,TE,2.9539309649507834,3.923076923076923,28.78028747433265,0.9000000000000001,0.22013501614323452,2,Juwan Johnson,,,,73,Oscar Delp
Jahan Dotson,WR,2.9482452531999495,2.466666666666667,26.444900752908968,1.6,0.2748581731826378,10,Keelan Marion,,,,79,Zachariah Branch
Malik Davis,RB,2.936156069885723,3.6,27.76454483230664,0.3,0.1028212904907099,3,Jaydon Blue,,,,,
Jahdae Walker,WR,2.907086600424896,3.8333333333333335,24.15879534565366,0.3,0.062425078286961755,7,JP Richardson,,,,89,Zavion Thomas
John Metchie III,WR,2.9037395081802777,3.8076923076923075,26.12183436002738,0.6,0.08945148116351895,6,Dan Chisena,,,,83,Chris Brazzell II
Christian Kirk,WR,2.885718228823451,3.5454545454545454,29.78507871321013,0.9000000000000001,0.15790826180827044,4,De'Zhaun Stribling,68,,,33,De'Zhaun Stribling
Austin Hooper,TE,2.860306655609531,3.3461538461538463,31.84120465434634,1.1,0.22242177246667127,2,Kyle Pitts,,,,,
Olamide Zaccheaus,WR,2.848066017622534,4.107142857142857,29.1088295687885,0.7,0.11214213465851622,3,Zachariah Branch,,,,79,Zachariah Branch
Jaret Patterson,RB,2.8144183045408773,3.5833333333333335,26.691307323750856,0.4,0.0777181463522971,5,Alec Ingold,,,,,
Jaleel McLaughlin,RB,2.7685031387972003,3.0,25.965776865160848,0.5,0.11106519703487198,6,Tyler Badie,,,,108,Jonah Coleman
Treylon Burks,WR,2.7301354876917947,2.75,26.442162902121833,0.6,0.07235777669931966,5,Dyami Brown,,,,71,Antonio Williams
Mitchell Tinsley,WR,2.6946732024157365,3.0,26.962354551676935,0.3,0.017161715918715983,6,Andrei Iosivas,,,,140,Colbie Young
Emanuel Wilson,RB,2.525994057450971,4.4411764705882355,27.318275154004105,0.5,0.15702069040471664,3,Zach Charbonnet,70,,,32,Jadarian Price
Davis Allen,TE,2.453904217765992,2.933333333333333,25.574264202600958,0.4,0.06540644042333772,5,Tyler Higbee,,,,61,Max Klare
Devontez Walker,WR,2.4107943387447346,4.125,25.201916495550993,0.4,0.08640423018104329,7,Cornelius Johnson,,,,80,Ja'Kobi Lane
Jalen Tolbert,WR,2.375227856592088,2.8333333333333335,27.509924709103355,0.4,0.143670165618415,11,Caleb Douglas,,,,75,Caleb Douglas
Demarcus Robinson,WR,2.3240278505024645,3.0,31.94524298425736,0.8,0.1441375410834886,5,Christian Kirk,,,,33,De'Zhaun Stribling
Jeremy Ruckert,TE,2.20421850431598,2.1785714285714284,26.05612594113621,1.1,0.5012106384965285,4,Jelani Woods,,,,16,Kenyon Sadiq
Emari Demercado,RB,2.169886961727151,3.7083333333333335,27.613963039014372,0.4,0.1555583919822481,6,E.J. Smith,,,,161,Emmett Johnson
Charlie Kolar,TE,2.1567921468665094,2.1538461538461537,27.5564681724846,1.4,0.5169905374021605,3,David Njoku,,,,,
Hunter Long,TE,2.121541113535843,3.2857142857142856,28.035592060232716,0.9000000000000001,0.3076873720713882,3,Quintin Morris,,,,56,Nate Boerkircher
Brock Wright,TE,2.118318911915607,3.25,27.761806981519506,1.5,0.352439568228027,3,Tyler Conklin,,,,,
Adam Trautman,TE,2.110265591292539,2.3846153846153846,29.568788501026695,1.1,0.1567152400900442,6,Dallen Bentley,,,,152,Justin Joly
Tanner Hudson,TE,2.070699892869072,3.45,31.802874743326488,0.4,0.08089108759253671,1,,,,,221,Jack Endries
Dyami Brown,WR,2.0700248273633726,3.0,26.833675564681723,0.5,0.06254038991096975,4,Van Jefferson,,,,71,Antonio Williams
Kevin Austin Jr.,WR,2.0644883929287845,4.9,26.42299794661191,0.3,0.060270540158036644,4,Devaughn Vele,,,,8,Jordyn Tyson
Ben Sinnott,TE,2.0556215098767177,2.0555555555555554,24.216290212183434,0.6,0.1202261442686408,6,Colson Yankoff,,,,,
Josh Oliver,TE,1.982345485693566,3.375,29.44832306639288,3.2,0.348627190071165,2,T.J. Hockenson,,,,159,Max Bredeson
Bam Knight,RB,1.9556525493356676,6.166666666666667,25.39082819986311,0.4,0.09169299803109429,5,Trey Benson,,,,3,Jeremiyah Love
Zavier Scott,RB,1.8640856481632122,2.1818181818181817,27.12662559890486,0.3,0.059100264628050556,5,C.J. Ham,,,,198,Demond Claiborne
Tyler Conklin,TE,1.8193806445704483,2.0833333333333335,31.091033538672143,0.3,0.0800322213445562,2,Sam LaPorta,,,,,
Michael Bandy,WR,1.6784749393538436,2.5,28.739219712525667,0.4,0.03608929122627753,7,Lil'Jordan Humphrey,,,,,
Van Jefferson,WR,1.6645625168958458,3.607142857142857,30.099931553730322,0.4,0.04590537340848797,3,Antonio Williams,,,,71,Antonio Williams
Isaiah Hodgins,WR,1.647649532297737,3.3333333333333335,27.863107460643395,0.4,0.027502136228431544,9,Gunner Olszewski,,,,74,Malachi Fields
Greg Dortch,WR,1.6019171476494571,4.458333333333333,28.26009582477755,0.4,0.024688319884901416,5,Cedrick Wilson Jr.,,,,168,Kendrick Law
Isaiah Williams,WR,1.5398257110831057,2.8,25.587953456536617,0.3,0.05922216343466071,5,Tim Patrick,,,,30,Omar Cooper Jr.
Tutu Atwell,WR,1.4737296882827355,3.125,26.902121834360027,0.4,0.143670165618415,3,Jalen Reagor,,,,75,Caleb Douglas
Nate Adkins,TE,1.3634102427258281,2.1666666666666665,27.148528405201915,0.5,0.0731076668127723,2,Lucas Krull,,,,152,Justin Joly
Xavier Smith,WR,1.3461389191829425,2.125,28.944558521560573,0.3,0.02694912626670921,3,Davante Adams,,,,197,CJ Daniels
Casey Washington,WR,1.3399582707672737,2.0,25.489390828199863,0.3,0.059094507234267124,6,Dylan Drummond,,,,79,Zachariah Branch
Kalif Raymond,WR,1.1463718766990207,3.2666666666666666,32.06570841889117,1.1,0.21411713120314146,3,Luther Burden III,,,,89,Zavion Thomas
Tyler Johnson,WR,1.11352165189004,3.3333333333333335,28.019164955509925,0.3,0.018847748588215966,6,Parris Campbell,,,,218,Anthony Smith
JuJu Smith-Schuster,WR,1.0896399121004159,2.911764705882353,29.7741273100616,0.4,0.02687708767778537,5,Odell Beckham Jr.,,,,74,Malachi Fields
David Sills,WR,0.9128764891299683,3.0,31.260780287474333,0.3,0.024247511742900768,5,Ted Hurst,,,,84,Ted Hurst
Marquez Valdes-Scantling,WR,0.7258620308163578,2.3333333333333335,31.89322381930185,0.4,0.022135146597788518,4,Ryan Flournoy,,,,218,Anthony Smith
Elijah Moore,WR,0.6980472607520818,2.0555555555555554,26.431211498973305,0.4,0.05178090621609728,5,Quez Watkins,,,,20,Makai Lemon
Tim Patrick,WR,0.22693165745480934,3.1153846153846154,32.772073921971256,0.6,0.10937060998497795,4,Adonai Mitchell,,,,30,Omar Cooper Jr.
