,season,team,wt_rating,projected_sos,line,over_odds,under_odds,line_adj,team_nick,team_color,team_color2,team_logo_espn,srs,observed_sos,wins,observed_sos_w_qb_adjs
0,2003,ARI,-7.370543410719761,-0.7906269340163047,5.0,125,-155,4.849734101094671,Cardinals,#97233F,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,-11.028023202469901,1.6873290945754917,4,2.154153790001916
1,2003,ATL,3.009228579201346,0.8706929096336424,9.5,-115,-115,9.5,Falcons,#A71930,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,-5.082619597248036,-0.3879483177393871,5,0.2854063821023506
2,2003,BAL,-1.6251365439333532,-0.4834226949327834,7.5,-160,130,7.666732478157819,Ravens,#241773,#9E7C0C,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,0.5137216712985602,-0.7998422468301479,10,-0.6070882715469138
3,2003,BUF,1.5382397344240442,1.0443850590744448,8.5,-130,100,8.558842003669639,Bills,#00338D,#C60C30,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,-0.7013211531381478,0.7775067861843439,6,1.2187204609673743
4,2003,CAR,-0.8474252492723676,0.6117313769854718,7.5,-115,-115,7.5,Panthers,#0085CA,#000000,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,-0.712590834031508,-1.7153313933960697,11,-1.2943597613593618
5,2003,CHI,-2.1128693888207266,-0.3632503451500628,7.5,130,-160,7.333267521842181,Bears,#0B162A,#C83803,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,-0.7159890538642312,0.5941342726338861,7,1.4526289624397353
6,2003,CIN,-5.468060237423744,-0.3328279193124295,5.5,-130,100,5.558842003669638,Bengals,#FB4F14,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,-1.6458471120941731,-0.0036806328135999267,8,-0.005686672884114119
7,2003,CLE,-0.2811544608868126,-0.5660140686335673,8.5,100,-130,8.441157996330363,Browns,#FF3C00,#311D00,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,-3.9341248194314424,0.6144937200305706,5,1.2066837560769061
8,2003,DAL,-0.4162687612023963,1.3209782526994327,7.5,130,-160,7.333267521842181,Cowboys,#002244,#B0B7BC,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,-0.1060079670825586,-1.2117648628228386,10,-1.2839896554586465
9,2003,DEN,2.255793769084879,0.0680473216049862,9.5,-120,-110,9.519433504951316,Broncos,#002244,#FB4F14,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,2.0444876589255605,-0.001818623914318085,10,0.5498831907711117
10,2003,DET,-4.284226666265619,-0.2252366080880573,6.0,-140,110,6.09739983454946,Lions,#0076B6,#B0B7BC,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,-3.17322845976764,1.0014589376035143,5,1.4310035407418704
11,2003,GB,2.4433128837393263,-0.3605643855527723,10.0,130,-160,9.83326752184218,Packers,#203731,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,8.882420821432321,-0.3174336026861974,10,-0.05632438868855416
12,2003,HOU,-5.056147358445767,1.1055420089604635,5.0,-130,100,5.058842003669638,Texans,#03202F,#A71930,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,-3.1083895894613462,0.37809040364531016,5,1.4576640747380218
13,2003,IND,1.0978793300826,0.7290677053820587,8.5,-115,-115,8.5,Colts,#002C5F,#a5acaf,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,3.630446729907945,-0.009638027506701646,12,0.4793523028668488
14,2003,JAX,-1.6048746381668286,0.8632480243932924,7.0,100,-130,6.941157996330362,Jaguars,#006778,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,-2.970539154939633,0.01253109968492945,5,0.997728891216822
15,2003,KC,1.1582350258195613,-0.2099349082328277,9.0,-130,100,9.05884200366964,Chiefs,#E31837,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,6.116292856623597,-0.9136083329761526,13,-0.9172726745256474
16,2003,LAC,0.3411530198123029,0.2219710285840245,8.5,120,-150,8.366752869073549,Chargers,#007BC7,#ffc20e,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,-6.463616931517215,0.6461886019846483,4,0.948365157726807
17,2003,LAR,0.9021026661488633,-1.417071573971516,9.5,-130,100,9.55884200366964,Rams,#003594,#FFD100,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,5.4635778499261125,-0.8278324330375886,12,-0.8246401562695463
