name,pos,pred_ppg,ppg,age,cap_pct,room_share,room_rank,room_ahead,room_ahead_gap,room_behind,room_behind_gap,rook_pick,rook_name
Jalen McMillan,WR,3.9261470418859954,4.0,24.733744010951405,0.5,0.034836591845536995,3,Chris Godwin Jr.,45,Ted Hurst,86,84,Ted Hurst
Jalen Nailor,WR,3.8589947408022565,3.764705882352941,27.50171115674196,2.5,0.3907695071186642,2,Tre Tucker,22,Jack Bech,85,195,Malik Benson
Jaydon Blue,RB,3.829482283826151,3.2,22.647501711156742,0.3,0.0998369586593756,2,Javonte Williams,178,,,,
Dawson Knox,TE,3.7880113955391006,3.8125,29.796030116358658,2.8,0.5348384823787559,2,Dalton Kincaid,,,,,
Isaac TeSlaa,WR,3.772488631491017,4.0,24.528405201916495,0.5,0.03078449792544546,3,Jameson Williams,130,,,168,Kendrick Law
Andrei Iosivas,WR,3.769723799396421,3.4,26.88021902806297,1.2,0.05928930636399211,5,Charlie Jones,,,,140,Colbie Young
Xavier Hutchinson,WR,3.7161340278949955,3.375,26.250513347022586,1.2,0.11543855791552846,6,Justin Watson,,,,204,Lewis Bond
T.J. Hockenson,TE,3.5688093924500057,3.533333333333333,29.163586584531142,5.0,0.5476472016368563,1,,,,,159,Max Bredeson
Chig Okonkwo,TE,3.5179933724405883,3.588235294117647,26.981519507186857,1.6,0.32527743066268955,1,,,,,,
Jaylin Noel,WR,3.4907883958084076,2.0588235294117645,23.991786447638603,0.5,0.045671087871429115,4,Tank Dell,70,,,204,Lewis Bond
Brian Robinson,RB,3.4870267781050153,2.764705882352941,27.446954140999317,0.8,0.21474324009754497,2,Bijan Robinson,84,,,,
Ray Davis,RB,3.4680886676862483,2.823529411764706,26.781656399726216,0.4,0.10133141207718412,2,James Cook,158,,,,
Ollie Gordon II,RB,3.4669786965622995,2.176470588235294,22.628336755646817,0.3,0.14536033628442768,8,D.J. Herman,,,,,
Terrance Ferguson,TE,3.443266474459109,3.5454545454545454,23.488021902806295,0.7,0.11970341872273287,2,Colby Parkinson,7,Max Klare,79,61,Max Klare
Samaje Perine,RB,3.402544400579744,3.4,30.9596167008898,0.6,0.22325781600497333,7,Jamal Haynes,,,,,
Calvin Ridley,WR,3.394766021781556,3.857142857142857,31.698836413415467,4.4,0.43315095778225793,3,Wan'Dale Robinson,9,Chimere Dike,87,4,Carnell Tate
Isaiah Davis,RB,3.387224723053446,2.4375,24.525667351129364,0.4,0.06691671686340712,7,Chip Trayanum,,,,,
Elic Ayomanor,WR,3.3630414068784678,4.1875,23.247091033538673,0.3,0.03338265934854324,5,Chimere Dike,10,,,4,Carnell Tate
Jake Browning,QB,3.343908798670876,9.2,30.390143737166323,0.4,0.03149187592319055,2,Baker Mayfield,,,,,
Evan Engram,TE,3.330282116558381,2.875,31.99726214921287,4.7,0.6646293683417663,7,Adam Trautman,,,,152,Justin Joly
Mike Gesicki,TE,3.321319581452227,3.0,30.913073237508556,2.4,0.5453362908553021,7,Josh Kattus,,,,221,Jack Endries
Keaton Mitchell,RB,3.3078719857011603,3.0,24.621492128678987,1.0,0.21211284484797244,3,Kimani Vidal,10,,,,
Gunnar Helm,TE,3.2683324099416593,2.4375,23.98631074606434,0.4,0.1298897916969523,1,,,,,225,Jaren Kanak
Adonai Mitchell,WR,3.2421547940163364,3.125,23.89869952087611,0.5,0.08078795556718085,3,Omar Cooper,2,,,30,Omar Cooper Jr.
Quinn Ewers,QB,3.2228906064112817,7.0,23.46611909650924,0.3,0.13665681180013836,3,Cam Miller,,,,,
Isaiah Likely,TE,3.218311126214742,2.5,26.3709787816564,2.0,0.5662566074467775,1,,,Theo Johnson,16,,
Darnell Washington,TE,3.1868372272375254,2.923076923076923,25.0403832991102,1.1,0.27794683922750923,6,Riley Nowakowski,,,,169,Riley Nowakowski
Mason Taylor,TE,3.1545368778177902,3.1538461538461537,22.316221765913756,0.7,0.3406342061654064,2,Kenyon Sadiq,32,,,16,Kenyon Sadiq
Kyle Williams,WR,3.1518507571070016,2.5,23.800136892539356,0.4,0.04810666213325214,4,Kayshon Boutte,54,,,,
Tyrell Shavers,WR,3.133888569864532,2.4545454545454546,27.039014373716633,0.4,0.03242704478675497,8,Jalen Virgil,,,,125,Skyler Bell
David Njoku,TE,3.0981267739364555,4.454545454545454,30.143737166324435,1.0,0.35195127753541533,2,Oronde Gadsden II,56,,,,
Trey Benson,RB,3.0829641270667243,4.5,24.109514031485283,0.5,0.12680642879175485,4,James Conner,26,,,3,Jeremiyah Love
Cedric Tillman,WR,3.058028114925713,2.9166666666666665,26.368240930869266,1.2,0.19107406626892715,6,Tylan Wallace,,,,24,KC Concepcion
Cole Kmet,TE,3.043127928668965,2.625,27.479808350444902,2.5,0.4610511681998866,3,Stephen Carlson,,,,69,Sam Roush
Tez Johnson,WR,3.0408072515732227,3.7333333333333334,24.290212183436,0.3,0.023367496235320046,8,Kameron Johnson,,,,84,Ted Hurst
Chimere Dike,WR,3.0148482181054264,3.8823529411764706,24.71457905544148,0.4,0.03933232971496501,4,Calvin Ridley,87,Elic Ayomanor,10,4,Carnell Tate
Darnell Mooney,WR,2.956008792560865,2.933333333333333,28.840520191649556,1.0,0.07500582607754057,2,Malik Nabers,116,Malachi Fields,82,74,Malachi Fields
Michael Carter,RB,2.8622815732211233,4.3076923076923075,27.32101300479124,0.3,0.06485898931715128,4,Nicholas Singleton,,,,165,Nicholas Singleton
Malik Washington,WR,2.8355889091457773,3.6470588235294117,25.864476386036962,0.4,0.12801040206138523,1,,,Chris Bell,76,75,Caleb Douglas
Ryan Flournoy,WR,2.820540788154483,4.6,26.847364818617386,0.3,0.018847748588215966,3,George Pickens,200,,,218,Anthony Smith
Braelon Allen,RB,2.775392046091324,2.75,22.614647501711158,0.4,0.0709489908060181,2,Breece Hall,120,,,,
Michael Mayer,TE,2.763347489922978,2.6153846153846154,25.155373032169745,0.9000000000000001,0.22226495703738525,4,Connor Heyward,,,,,
Greg Dulcich,TE,2.7516640524710714,3.5555555555555554,26.43394934976044,0.6,0.4135915235659481,4,Will Kacmarek,,,,87,Will Kacmarek
Malik Davis,RB,2.707287449003992,3.5,27.76454483230664,0.3,0.1028212904907099,3,Jaydon Blue,,,,,
Marquise Brown,WR,2.6893138655440803,5.1875,29.242984257357975,0.6,0.0899004669624157,3,Makai Lemon,,,,20,Makai Lemon
Jackson Hawes,TE,2.6143373683417153,2.3076923076923075,25.73579739904175,0.4,0.06786411366029116,4,Shane Zylstra,,,,,
Raheim Sanders,RB,2.6041120539812077,3.75,24.23271731690623,0.3,0.14662904209216443,4,Michael Burton,,,,,
Jaret Patterson,RB,2.590828735836359,3.3333333333333335,26.691307323750856,0.4,0.0777181463522971,5,Alec Ingold,,,,,
Tommy Tremble,TE,2.5488859398477524,2.066666666666667,26.247775496235455,2.6,0.6242050650963956,2,Feleipe Franks,,,,,
Tyler Higbee,TE,2.542317184667314,4.3,33.66461327857632,1.6,0.27437536658259004,4,Max Klare,,,,61,Max Klare
Jaleel McLaughlin,RB,2.503405281091734,2.75,25.965776865160848,0.5,0.11106519703487198,6,Tyler Badie,,,,108,Jonah Coleman
Lil'Jordan Humphrey,WR,2.500579821847965,2.7142857142857144,28.369609856262834,0.4,0.04062366951921746,6,Marvin Mims Jr.,,,,,
Tyler Allgeier,RB,2.49697412003036,5.764705882352941,26.379192334017795,1.3,0.33377785894164025,2,Jeremiyah Love,69,James Conner,3,3,Jeremiyah Love
KaVontae Turpin,WR,2.4364346810252,3.1333333333333333,30.080766598220396,1.4,0.08137276130387147,7,Tyler Johnson,,,,218,Anthony Smith
Jeremy McNichols,RB,2.414374825069768,2.3125,30.68309377138946,0.4,0.22721722164360567,4,Kaytron Allen,,,,187,Kaytron Allen
Jake Tonges,TE,2.399081865694376,5.6,27.15126625598905,0.6,0.09410353556311157,2,George Kittle,65,,,,
Dontayvion Wicks,WR,2.3924851850721702,3.0,25.21013004791239,0.7,0.10206347131615429,11,Darius Cooper,,,,20,Makai Lemon
Roman Wilson,WR,2.3732859844229695,2.5555555555555554,25.201916495550993,0.5,0.03328899372893099,8,Cole Burgess,,,,47,Germie Bernard
Calvin Austin III,WR,2.2808451834588914,3.5714285714285716,27.44147843942505,0.5,0.037502913038770284,10,Isaiah Hodgins,,,,74,Malachi Fields
Emanuel Wilson,RB,2.2709709053925353,4.0,27.318275154004105,0.5,0.15702069040471664,3,Zach Charbonnet,46,,,32,Jadarian Price
Daniel Bellinger,TE,2.234222469627996,2.769230769230769,25.94113620807666,1.5,0.5345185425061445,3,Kylen Granson,,,,225,Jaren Kanak
Luke McCaffrey,WR,2.19875673982051,4.222222222222222,25.415468856947296,0.5,0.05549612400479423,6,Treylon Burks,,,,71,Antonio Williams
Jahdae Walker,WR,2.1954155178012646,3.3333333333333335,24.15879534565366,0.3,0.062425078286961755,7,JP Richardson,,,,89,Zavion Thomas
Devaughn Vele,WR,2.1548614199462515,4.222222222222222,28.720054757015742,0.3,0.060270540158036644,3,Jordyn Tyson,151,,,8,Jordyn Tyson
Kendrick Bourne,WR,2.1408831174523626,3.5,31.077344284736483,1.5,0.17534870180331832,3,Michael Wilson,,,,143,Reggie Virgil
Mitchell Tinsley,WR,2.0976371995617114,2.5,26.962354551676935,0.3,0.017161715918715983,6,Andrei Iosivas,,,,140,Colbie Young
Treylon Burks,WR,2.040042005101817,2.125,26.442162902121833,0.6,0.07235777669931966,5,Dyami Brown,,,,71,Antonio Williams
Austin Hooper,TE,2.004088966113009,2.5384615384615383,31.84120465434634,1.1,0.22242177246667127,2,Kyle Pitts,,,,,
Christian Kirk,WR,1.9982369688310513,2.272727272727273,29.78507871321013,0.9000000000000001,0.15790826180827044,4,De'Zhaun Stribling,75,,,33,De'Zhaun Stribling
John Metchie III,WR,1.921836586201004,2.5384615384615383,26.12183436002738,0.6,0.08945148116351895,6,Dan Chisena,,,,83,Chris Brazzell II
Devontez Walker,WR,1.8938362220033023,3.75,25.201916495550993,0.4,0.08640423018104329,7,Cornelius Johnson,,,,80,Ja'Kobi Lane
Olamide Zaccheaus,WR,1.8891125174879186,2.7142857142857144,29.1088295687885,0.7,0.11214213465851622,3,Zachariah Branch,,,,79,Zachariah Branch
Jalen Tolbert,WR,1.7529892350304324,2.0833333333333335,27.509924709103355,0.4,0.143670165618415,12,Caleb Douglas,,,,75,Caleb Douglas
Demarcus Robinson,WR,1.7258526116011046,2.2142857142857144,31.94524298425736,0.8,0.1441375410834886,5,Christian Kirk,,,,33,De'Zhaun Stribling
Noah Fant,TE,1.689421795748558,2.6153846153846154,28.78028747433265,0.9000000000000001,0.22013501614323452,2,Juwan Johnson,,,,73,Oscar Delp
Emari Demercado,RB,1.6793347885526766,3.1666666666666665,27.613963039014372,0.4,0.1555583919822481,6,E.J. Smith,,,,161,Emmett Johnson
Davis Allen,TE,1.5692342098293666,2.1333333333333333,25.574264202600958,0.4,0.06540644042333772,5,Tyler Higbee,,,,61,Max Klare
Josh Oliver,TE,1.4810040475093464,2.75,29.44832306639288,3.2,0.348627190071165,2,T.J. Hockenson,,,,159,Max Bredeson
Dyami Brown,WR,1.4363566540787647,2.090909090909091,26.833675564681723,0.5,0.06254038991096975,4,Van Jefferson,,,,71,Antonio Williams
Brock Wright,TE,1.4226056839351504,2.375,27.761806981519506,1.5,0.352439568228027,3,Tyler Conklin,,,,,
Kevin Austin Jr.,WR,1.2992384527232934,3.6,26.42299794661191,0.3,0.060270540158036644,4,Devaughn Vele,,,,8,Jordyn Tyson
Bam Knight,RB,1.2992203702148581,5.25,25.39082819986311,0.4,0.09169299803109429,5,Trey Benson,,,,3,Jeremiyah Love
Tanner Hudson,TE,1.2020480477212083,2.5,31.802874743326488,0.4,0.08089108759253671,1,,,,,221,Jack Endries
Hunter Long,TE,1.1957383843769958,2.4285714285714284,28.035592060232716,0.9000000000000001,0.3076873720713882,3,Quintin Morris,,,,56,Nate Boerkircher
Isaiah Hodgins,WR,1.1218246890437804,2.5,27.863107460643395,0.4,0.027502136228431544,9,Gunner Olszewski,,,,74,Malachi Fields
Michael Bandy,WR,1.113284302529119,2.0,28.739219712525667,0.4,0.03608929122627753,7,Lil'Jordan Humphrey,,,,,
Van Jefferson,WR,1.101313426556386,2.5714285714285716,30.099931553730322,0.4,0.04590537340848797,3,Antonio Williams,,,,71,Antonio Williams
Tutu Atwell,WR,1.0576574219758814,2.75,26.902121834360027,0.4,0.143670165618415,4,Jalen Reagor,,,,75,Caleb Douglas
Greg Dortch,WR,0.92785043697619,3.25,28.26009582477755,0.4,0.024688319884901416,5,Cedrick Wilson Jr.,,,,168,Kendrick Law
Tyler Johnson,WR,0.7346513938619572,2.6666666666666665,28.019164955509925,0.3,0.018847748588215966,6,Parris Campbell,,,,218,Anthony Smith
Kalif Raymond,WR,0.7314143404161183,2.466666666666667,32.06570841889117,1.1,0.21411713120314146,3,Luther Burden III,,,,89,Zavion Thomas
David Sills,WR,0.5701670058845272,2.25,31.260780287474333,0.3,0.024247511742900768,5,Ted Hurst,,,,84,Ted Hurst
Tim Patrick,WR,-0.036372175989856315,2.5384615384615383,32.772073921971256,0.6,0.10937060998497795,4,Adonai Mitchell,,,,30,Omar Cooper Jr.
